merchant_id,mcc,vertical,country,trust_score,prior_cb_rate,refund_rate,cancel_rate,website_uptime,sentiment,sales_growth_3m,payout_delay_days,reserve_percent,deposit_policy_percent,days_in_advance,booking_amount,new_merchant,shock_flag
M0529,4511,airline,ZA,66.63003331,0.033873868,0.170529343,0.060939651,0.973828175,-0.022747287,0.125648796,0,10.28813358,8.913915361,151,20.18,0,0
M0261,4722,online_travel_agency,EU,52.90798912,0.056841263,0.061640059,0.173720494,0.972833671,0.045582996,0.176455562,14,8.605326529,0,76,102.11,0,0
M0210,8299,education_courses,AE,73.715098,0.002829687,0.031924011,0.075891,0.985925047,-0.197233546,0.157726125,2,8.839418187,15.92465102,20,94.5,0,1
M0629,4121,transport_shuttle,CA,57.37102016,0.028653106,0.114946969,0.05575861,0.990080293,0.424425767,0.120493456,30,8.637396686,23.8382038,2,180.81,0,0
M0349,4722,online_travel_agency,EU,63.50929999,0.006837328,0.068425542,0.046127974,0.982305912,0.201097138,0.058649773,7,6.212445824,0.996315292,87,98.84,0,0
M0756,4722,tour_operator,GB,85.03752742,0.051511808,0.045535044,0.159355981,0.974714171,0.203362346,-0.090920833,2,10.05627379,0,227,296.79,0,0
M0217,4722,tour_operator,GB,77.42824737,0.010040774,0.144387481,0.18412071,0.979274762,0.150019982,0.188039806,1,5.81317375,33.90075056,179,34.46,0,0
M0698,5964,retail_goods_prepay,SG,79.05647085,0.021839575,0.017568744,0.091479928,0.984291536,0.192113045,0.052791102,2,2.023531253,13.041326,17,53.46,0,0
M0241,8299,education_courses,SG,88.59693506,0.061317088,0.074671712,0.064873522,0.976155645,0.070827087,-0.197360367,14,5.036327177,3.801225097,0,43.16,0,0
M0501,4511,airline,GB,66.4861055,0.030129023,0.075896586,0.079413708,0.973515215,-0.095568863,0.010517954,30,8.509047454,19.38550503,137,8.94,0,0
M0191,8299,education_courses,EU,72.22967058,0.005744687,0.044257167,0.1749075,0.977204808,0.011964632,0.038759708,1,0.34334981,17.38930204,26,49.1,0,1
M0761,4722,online_travel_agency,IN,84.41408326,0.028140101,0.021379253,0.101979626,0.977110298,0.012265984,0.065895318,7,1.342095482,3.782154996,119,53.37,0,0
M0337,8299,education_courses,IN,66.05170522,0.031525672,0.051640299,0.172665866,0.978771936,-0.229986813,0.502487194,0,6.024446166,0,43,84.14,0,0
M0096,5817,digital_services,AE,92.42193306,0.049283888,0.12695605,0.158383895,0.967652794,0.412574244,0.154598612,2,9.03573806,34.0082109,9,26.82,0,0
M0379,5968,subscription_box,AE,67.33928623,0.021410325,0.020533348,0.046648588,0.993479399,0.158851267,0.093456131,1,7.099707732,0.936538399,0,59.87,0,0
M0500,8299,education_courses,EU,48.14104592,0.05080753,0.198651825,0.163660289,0.980629688,0.9,0.269432373,7,6.007279322,21.06526329,43,137.7,1,0
M0277,5964,retail_goods_prepay,AE,88.9668036,0.024191616,0.055449317,0.169777857,0.993666199,0.892817996,0.026227785,30,0,17.01973082,24,37.37,0,0
M0383,5817,digital_services,BR,66.49892012,0.014193436,0.150535857,0.135985477,0.975177395,0.403593001,-0.17299201,2,6.146896473,17.77642417,0,27.86,1,1
M0654,5817,digital_services,US,89.10330019,0.004984741,0.131163569,0.163218308,0.990389967,0.465461796,0.168153891,14,9.003682721,19.22494252,2,25.18,0,0
M0172,7922,event_ticketing,CA,69.23707702,0.067191132,0.159469603,0.031944927,0.977042786,0.220609157,-0.120510848,14,5.381533034,5.839111989,84,63.4,0,1
M0212,5817,digital_services,IN,42.75140082,0.014453972,0.055413856,0.266098266,0.990127451,0.553136463,-0.031169973,7,1.992758599,3.794173581,0,10.17,1,0
M0789,4722,tour_operator,AE,69.18973061,0.003048063,0.143855626,0.120756253,0.990027818,0.352793035,0.167530134,14,3.482433349,5.127656879,179,71.77,0,0
M0193,7011,hotel,AE,75.33545606,0.014128546,0.295150497,0.25600525,0.999,-0.203981543,0.042403381,30,4.264511031,17.97490249,5,35.35,0,0
M0273,7011,hotel,EU,89.93597141,0.026216755,0.019191546,0.019373487,0.995247735,0.438339045,-0.244641113,7,3.711706874,0,12,50.76,0,0
M0643,5817,digital_services,BR,79.53827696,0.023212814,0.090139908,0.013648777,0.973611446,0.155705793,0.519148063,14,4.747131491,32.55719517,0,35.18,0,0
M0731,4511,airline,US,68.61720205,0.028155326,0.123631453,0.289876706,0.983209863,0.516876213,0.003399925,0,8.453818701,8.91704706,50,228.15,0,0
M0280,7922,event_ticketing,US,58.02388698,0.013840239,0.081939503,0.109393211,0.994696656,0.704913346,0.105998372,7,5.363446802,22.53221547,96,123.46,0,0
M0168,7922,event_ticketing,SG,47.00548906,0.015965146,0.113080479,0.084927901,0.993713964,0.051913145,-0.248760719,2,7.467050091,6.018612334,88,114.9,1,0
M0574,7922,event_ticketing,ZA,72.081132,0.013806451,0.111074323,0.066343473,0.984011818,-0.531820616,0.106905721,14,7.338003419,19.1256251,19,62.08,0,0
M0711,4722,online_travel_agency,US,78.89928853,0.00959733,0.018673853,0.071129081,0.987299044,0.215017902,0.047626598,1,0,7.624287717,115,27.62,0,0
M0692,5817,digital_services,AU,48.39860359,0.044347343,0.124882706,0.054689723,0.993664812,-0.052816981,0.095452535,1,3.617724299,16.55066753,4,64.06,1,0
M0094,8299,education_courses,BR,66.27849899,0.019591032,0.031584682,0.065863632,0.981124769,0.011191312,0.029715083,0,7.136210979,3.643500971,15,111.73,0,0
M0274,7011,hotel,AU,82.21318365,0.01310835,0.055673246,0.161823349,0.999,0.233431233,0.292024611,1,5.408638036,21.41026841,46,133.78,0,0
M0335,7011,hotel,BR,58.63788045,0.040771101,0.028910231,0.157492355,0.968640868,0.071481764,0.219581394,1,3.013615272,14.25525239,33,27.38,0,0
M0664,4121,transport_shuttle,US,53.58582915,0.029208171,0.059632341,0.2334754,0.978286366,0.298517538,-0.042874245,1,2.593520355,20.93789167,7,85.41,0,0
M0733,4121,transport_shuttle,AU,57.99355365,0.040119393,0.158455028,0.087373244,0.991502196,-0.311961724,0.290411921,0,9.019564518,16.65649779,5,81.05,0,0
M0249,5817,digital_services,IN,64.4169191,0.011326209,0.065055658,0.04481295,0.97612624,0.528034255,-0.016426639,7,1.556137412,5.801741454,1,15.86,0,0
M0343,5817,digital_services,IN,85.74947185,0.021684587,0.220978023,0.026211226,0.982708267,-0.170574934,0.206860052,1,7.696776236,11.23097481,3,128.59,0,0
M0417,4722,online_travel_agency,AU,81.75314161,0.058243619,0.052461713,0.082539145,0.978446687,0.180117198,-0.13613484,14,5.721583367,4.067866619,110,65.69,0,0
M0461,4121,transport_shuttle,CA,93.29236958,0.117761541,0.019497038,0.135182771,0.976419527,-0.318583489,0.107759056,1,6.925300211,13.8038293,5,19.8,0,0
M0365,7922,event_ticketing,US,82.78434337,0.005450342,0.060694536,0.084471962,0.999,0.474240526,0.083083967,0,9.443741947,0,56,39.31,0,0
M0460,5968,subscription_box,EU,52.67689255,0.012483274,0.003198946,0.034372413,0.987310186,0.083516584,0.107793207,1,2.938024603,13.58008377,0,41.7,1,0
M0418,4722,online_travel_agency,AE,80.51357725,0.050179115,0.205631512,0.126009149,0.995278983,-0.107803066,0.055769782,14,6.6054428,23.30349196,108,17,0,0
M0322,4511,airline,ZA,55.90459169,0.00721975,0.113167237,0.051063424,0.979123816,-0.075267439,-0.065257498,1,2.427529989,20.42605563,180,115.68,0,0
M0628,4511,airline,GB,89.97367654,0.013964194,0.300297012,0.140091493,0.986984167,0.034164325,-0.07035071,0,4.208873468,8.783528828,134,257.47,0,0
M0258,7011,hotel,AE,52.55920182,0.032750072,0.077790799,0.037907193,0.986188939,-0.090783486,-0.040543732,30,6.838592428,8.91581779,11,31.86,0,0
M0499,4722,tour_operator,GB,46.63572297,0.037188098,0.074560609,0.063297978,0.99890393,-0.32698374,0.087002627,0,7.207990486,0.425515607,218,31.13,0,0
M0532,4121,transport_shuttle,EU,46.5664104,0.01485515,0.072454228,0.244113363,0.969483654,0.07755235,0.132998141,1,2.500011251,8.132270555,4,123.91,0,0
M0773,4722,tour_operator,IN,58.28218397,0.017474407,0.038199504,0.067335989,0.978174274,0.04076074,0.062136996,7,6.503246083,0,117,192.39,0,0
M0377,4722,online_travel_agency,EU,57.32082886,0.007039327,0.037976061,0.030607525,0.994215905,0.403943526,0.034196286,2,4.943942964,4.552208262,190,47.22,0,0
M0207,8299,education_courses,US,65.89127504,0.000593032,0.156091372,0.025326959,0.979499745,0.288688094,0.176995817,7,7.305439672,0,37,24.95,0,0
M0638,7922,event_ticketing,ZA,70.74374936,0.090888584,0.039403699,0.107351693,0.992693842,-0.390888211,0.218334173,0,5.459815186,15.71533907,12,50.69,0,0
M0077,7011,hotel,AU,58.99141064,0.027630539,0.06252656,0.114688158,0.993029452,0.064851769,-0.100213773,14,5.180130844,0,44,25.16,0,0
M0347,4511,airline,CA,57.94022697,0.102128997,0.038374436,0.057930772,0.993734279,-0.238285511,0.148343964,7,3.58501367,11.04505368,54,117.29,0,1
M0326,4722,online_travel_agency,BR,78.28193541,0.037040247,0.052767754,0.121508142,0.982611892,-0.35253855,-0.038870358,0,8.46868935,21.6257685,59,20.19,0,0
M0684,4722,online_travel_agency,US,67.54489663,0.023949713,0.014789844,0.130207438,0.973794889,0.176826142,-0.319375053,0,5.268080982,21.37277451,106,74.53,0,0
M0066,4121,transport_shuttle,BR,75.08605224,0.07746484,0.015070214,0.205369865,0.983756531,0.250098278,-0.083896424,7,6.638522415,5.140677915,2,137.84,0,0
M0215,4121,transport_shuttle,US,40.76857159,0.001279555,0.156163105,0.151297772,0.987947798,0.21426279,-0.122636723,30,5.146712332,6.060011566,8,16.97,0,0
M0030,7011,hotel,IN,60.53616375,0.009884903,0.098521219,0.053275168,0.9713646,0.171676552,0.204166564,0,2.193982652,25.09677895,16,42.29,0,0
M0557,5817,digital_services,AU,51.10332688,0.069069728,0.05533427,0.09724404,0.995889645,0.137051127,0.214065464,7,2.714158176,9.762277089,7,34.93,0,0
M0023,8299,education_courses,EU,62.34769433,0.003373589,0.143807269,0.073622814,0.977952706,0.446539425,0.100276824,0,3.148778972,7.966287763,11,44.65,0,0
M0085,8299,education_courses,GB,75.20768716,0.041990246,0.084038613,0.253226923,0.98552191,-0.843897531,0.193166526,2,10.57973261,14.02388398,31,9.16,0,0
M0302,7011,hotel,IN,78.41610695,0.015665699,0.0360739,0.143802031,0.978343644,0.027030841,-0.244288342,7,4.269048068,10.61554972,7,189.63,0,0
M0248,7922,event_ticketing,IN,68.43759148,0.010719104,0.160225578,0.123607852,0.988011835,0.198247226,0.228790159,1,6.035333198,8.003740151,52,61.45,0,0
M0517,4722,tour_operator,BR,68.7768617,0.00387579,0.066179607,0.176676669,0.984338677,-0.051840266,0.086736186,1,5.942295535,6.507546723,174,84.48,0,0
M0135,7922,event_ticketing,US,66.9996731,0.010401586,0.075376969,0.124121339,0.984781958,0.492770047,-0.003807597,2,5.296009525,28.21826748,43,68.31,0,0
M0156,5968,subscription_box,GB,48.34872034,0.018493131,0.014838815,0.073620067,0.994766603,-0.033334465,0.31343087,2,1.287132681,12.11517286,7,45.78,0,0
M0265,4722,online_travel_agency,US,71.44289952,0.034304172,0.041479928,0.020118464,0.982968551,0.140209036,0.4063509,2,7.515516769,5.477931061,54,55.01,0,0
M0193,7011,hotel,AE,75.33545606,0.014128546,0.295150497,0.25600525,0.999,-0.203981543,0.042403381,30,4.264511031,17.97490249,23,62.87,0,0
M0145,8299,education_courses,CA,93.14860082,0.00901024,0.110052922,0.237048492,0.986567575,0.391046254,0.154258735,14,6.981998203,0,17,68.14,0,1
M0429,4511,airline,GB,35.10673895,0.02978886,0.240633834,0.038276737,0.987731569,0.441186164,0.015785929,0,6.428083939,17.8689989,146,39.4,0,0
M0518,7922,event_ticketing,BR,65.1041758,0.020248221,0.033895995,0.238732129,0.99590332,0.341788023,0.033568612,7,3.691014983,11.96622539,3,29.4,0,0
M0037,5817,digital_services,US,75.65647975,0.037421552,0.071829351,0.047509671,0.992074344,0.110244196,-0.248107828,0,4.067230602,12.21756932,1,51.56,0,0
M0031,7011,hotel,GB,70.40861187,0.010864256,0.094252326,0.151826466,0.967000279,0.293796484,-0.108647963,2,3.798605619,0,22,95.34,0,0
M0540,5968,subscription_box,CA,67.01600348,0.004285006,0.022785114,0.039563502,0.986056983,0.405732637,-0.024610416,7,8.151248332,19.17067487,0,50.4,0,0
M0544,7011,hotel,ZA,57.5882535,0.010284618,0.016428786,0.216763076,0.989046754,0.448505047,0.38517492,7,8.208292361,7.742499493,49,28.7,0,0
M0738,5968,subscription_box,AE,61.85745255,0.011947513,0.03043615,0.078923202,0.978414269,0.595890248,0.229512054,1,6.621646983,11.90664364,3,50.8,1,0
M0740,7922,event_ticketing,BR,75.71573131,0.027059664,0.082825489,0.180465402,0.985914694,0.381923127,0.178338274,1,6.651758933,0,68,96.87,0,0
M0043,7011,hotel,US,72.63868443,0.031052094,0.031823601,0.108738882,0.99630112,0.440812638,0.094648609,0,8.961833132,8.330168321,28,137.49,0,0
M0076,4722,tour_operator,CA,58.3233662,0.012467131,0.084978519,0.049313349,0.9949789,0.605811049,-0.069137854,2,6.647405087,16.49578586,109,75.75,0,0
M0503,7011,hotel,AE,63.08244953,0.019577089,0.162845777,0.03435649,0.972352834,-0.244003683,0.160493423,0,7.565594609,8.977158783,35,120.42,0,0
M0634,5817,digital_services,AE,48.40628018,0.003923923,0.033022662,0.07904236,0.965777595,0.52114299,0.152219048,14,7.168732151,6.597058202,0,74.76,0,0
M0589,4722,online_travel_agency,EU,69.0204581,0.003947605,0.005359047,0.098715333,0.989842702,0.306583501,0.031173945,1,6.020714707,27.53102643,43,102.11,0,0
M0749,7922,event_ticketing,IN,67.8712096,0.023740332,0.017159589,0.134896652,0.989754925,-0.013948103,-0.021000106,7,0.638576868,3.711870627,70,36.76,0,0
M0170,5817,digital_services,IN,66.94049635,0.01068301,0.111982119,0.280257323,0.971662524,-0.270484032,-0.106632651,2,1.730365833,14.07679596,1,103.68,0,0
M0269,4511,airline,SG,81.83787981,0.018361448,0.05658861,0.182464869,0.999,-0.054338509,-0.000682699,0,0.219184854,25.68609309,114,44.63,0,1
M0305,4511,airline,BR,74.67554916,0.019098563,0.01989348,0.03752278,0.962289044,0.407800709,-0.101146742,2,4.217924478,18.36940638,115,13.64,0,1
M0792,8299,education_courses,CA,71.7744924,0.005905432,0.215257136,0.030128349,0.987572004,-0.003261636,0.030240981,1,4.051002924,32.97619008,43,84.81,0,0
M0387,4722,online_travel_agency,SG,72.48793273,0.015345621,0.132773923,0.37383092,0.991269423,-0.151010776,0.089390992,1,6.163730645,33.07511741,97,19.64,0,0
M0559,5968,subscription_box,GB,79.76903917,0.079253614,0.109748383,0.074474637,0.968954636,0.211295306,0.303309403,7,3.869414287,0,0,24.64,0,0
M0688,4722,online_travel_agency,BR,85.65829604,0.004629246,0.041205911,0.006761211,0.975936384,-0.149750117,0.024093658,2,9.454016496,25.43764803,173,94.33,0,0
M0668,5964,retail_goods_prepay,AE,92.50285178,0.036564433,0.050506892,0.096852576,0.991689408,0.179523035,-0.228431458,30,7.071412182,17.09907477,21,49.01,0,0
M0730,5968,subscription_box,US,41.96064833,0.003379739,0.106394169,0.306317697,0.980809124,0.605526128,0.258109127,2,4.270239284,13.92945512,3,221.4,1,0
M0592,4722,tour_operator,US,64.55836167,0.116344765,0.147612228,0.080806603,0.978016756,-0.319645972,-0.002344336,1,2.758018804,20.20224274,144,21.67,0,0
M0147,7011,hotel,EU,73.72571777,0.019763274,0.275553397,0.128134844,0.987772701,-0.10420102,-0.21900386,1,8.394937869,22.23311416,27,13.45,0,0
M0077,7011,hotel,AU,58.99141064,0.027630539,0.06252656,0.114688158,0.993029452,0.064851769,-0.100213773,14,5.180130844,0,10,104.14,0,0
M0150,5968,subscription_box,US,66.19161992,0.00024505,0.113341961,0.224944355,0.998457203,0.483452211,0.153399241,0,6.604276245,15.39478237,7,18.96,0,0
M0211,4121,transport_shuttle,EU,86.60661814,0.004551981,0.098707731,0.01941758,0.991665738,0.334728375,-0.142681893,2,2.358596319,10.98786468,2,114.51,0,0
M0405,5964,retail_goods_prepay,BR,52.08880513,0.004132158,0.090251065,0.220666608,0.971123406,-0.478396033,0.056516337,7,8.104870662,0,22,148.92,0,0
M0277,5964,retail_goods_prepay,AE,88.9668036,0.024191616,0.055449317,0.169777857,0.993666199,0.892817996,0.026227785,30,0,17.01973082,29,83.65,0,0
M0056,5817,digital_services,EU,82.25918072,0.038487236,0.064625349,0.038673008,0.974217529,0.15153868,0.129914243,0,8.213223717,13.42205404,0,179.68,0,0
M0574,7922,event_ticketing,ZA,72.081132,0.013806451,0.111074323,0.066343473,0.984011818,-0.531820616,0.106905721,14,7.338003419,19.1256251,54,77.5,0,1
M0385,7011,hotel,SG,64.31014147,0.026387852,0.050918958,0.15588764,0.981100707,0.648006062,0.164069756,7,5.185008783,7.72447251,34,27.75,0,0
M0604,4722,tour_operator,ZA,75.45562913,0.008628006,0.031846628,0.19072557,0.999,-0.147243037,-0.152078074,7,4.955771979,12.36919046,119,53.49,0,0
M0299,4121,transport_shuttle,US,68.2422341,0.017554172,0.017893397,0.064113767,0.994013387,0.07902366,-0.202504385,1,3.689611469,26.70939303,14,48.47,0,0
M0281,8299,education_courses,BR,62.82532607,0.076708699,0.052171979,0.127817383,0.990674214,0.437812796,0.168056306,0,3.978304947,0,27,41.32,0,0
M0452,8299,education_courses,GB,95.83507429,0.03347075,0.020312315,0.103346606,0.980988568,0.077546423,-0.059821526,14,6.327123349,9.218069411,15,23.52,0,0
M0389,7922,event_ticketing,IN,71.52629438,0.077720852,0.030782678,0.053626863,0.991383547,-0.202994939,0.057394423,1,7.383313064,0,46,46.45,0,0
M0785,4511,airline,EU,83.6011652,0.015423685,0.041007973,0.040279526,0.996656246,0.126376629,-0.067058776,0,5.124726105,23.58967086,118,102.28,0,0
M0657,4722,online_travel_agency,AU,85.05823877,0.010954348,0.051677689,0.038159374,0.978353294,-0.092897929,-0.050089228,7,7.006422592,29.06589763,82,35.36,0,0
M0667,4511,airline,US,49.86848008,0.010776658,0.186392639,0.019408184,0.972880209,0.058979876,0.360474496,0,8.729420416,15.46764567,152,313.03,0,0
M0614,5817,digital_services,ZA,83.58962141,0.019158278,0.061162942,0.203786892,0.976475021,0.236741871,0.051793896,0,4.137848132,2.026714986,3,84.3,0,0
M0748,5817,digital_services,EU,64.19737372,0.021875573,0.155145351,0.063721627,0.996900526,-0.279550146,-0.13395918,7,6.329171422,1.135540294,1,49.43,0,0
M0775,4722,online_travel_agency,ZA,90.29945264,0.003762527,0.114775693,0.163501663,0.965507281,0.655526061,0.149667356,0,10.2323942,19.87109925,139,84.93,0,0
M0575,7922,event_ticketing,AE,68.45791029,0.064227682,0.092030102,0.120361636,0.988939221,0.088741078,-0.217409725,0,11.08646621,0,70,28.08,0,0
M0492,5817,digital_services,GB,49.17046461,0.043413947,0.068308739,0.465266497,0.978859056,0.444699125,0.143272597,2,5.656676608,17.24155535,0,50.65,0,0
M0728,4511,airline,SG,49.55925972,0.102659208,0.03759744,0.079319452,0.979666594,0.29986696,-0.118225899,14,5.679881885,26.84107151,82,25.07,0,0
M0408,4722,online_travel_agency,US,92.43994257,0.080012293,0.045834588,0.075174997,0.979355753,0.147823342,0.147524032,14,7.910938381,17.74909534,20,248.92,0,0
M0124,7011,hotel,EU,80.37051125,0.003827846,0.015355016,0.238253111,0.995000956,-0.012367569,0.193728671,2,4.999590539,0,30,116.16,0,0
M0772,7922,event_ticketing,CA,78.2502816,0.012186747,0.108049853,0.130866983,0.976975913,-0.326684607,-0.129304655,7,4.125965753,0,47,108.86,0,0
M0132,5817,digital_services,AU,48.38129367,0.053662168,0.014848176,0.145724206,0.986880309,-0.033396223,-0.001752194,0,9.866339844,19.35455035,0,154.99,1,0
M0112,4121,transport_shuttle,AU,59.91894268,0.039473063,0.032778166,0.009797916,0.986154331,0.094216658,0.17089245,7,4.587174861,20.43459844,8,100.61,0,0
M0519,4722,tour_operator,GB,58.2794781,0.004460395,0.055368247,0.062244449,0.980031739,-0.037872997,0.349432951,1,5.74620682,19.10433118,43,55.26,0,0
M0533,7922,event_ticketing,EU,64.90858525,0.017227286,0.101818974,0.005529898,0.994828155,0.292433768,0.383227788,1,0.082899148,9.716161185,49,70.34,0,0
M0289,4511,airline,AE,43.68914207,0.054838666,0.068355503,0.032813584,0.979744548,-0.058040698,-0.149725582,1,5.480813054,17.59009552,144,47.99,0,0
M0575,7922,event_ticketing,AE,68.45791029,0.064227682,0.092030102,0.120361636,0.988939221,0.088741078,-0.217409725,0,11.08646621,0,133,26.77,0,0
M0422,8299,education_courses,US,73.55825208,0.013347388,0.059523041,0.155773175,0.995498066,0.122549775,0.154754407,7,6.99485197,20.81624551,27,24.27,0,1
M0539,7011,hotel,SG,86.35296474,0.034100006,0.05435513,0.086423655,0.985546965,0.014009068,0.226357219,1,8.554233603,15.04669502,23,9.78,0,0
M0052,4121,transport_shuttle,CA,62.70058135,0.0131793,0.081118775,0.048167022,0.99064692,-0.028367367,0.197047809,14,8.309328189,3.368375814,6,20.71,0,0
M0188,4511,airline,ZA,93.75946042,0.023745225,0.258262456,0.10377527,0.983045832,-0.2020006,0.205514807,7,1.702196476,9.814548178,145,12.8,0,0
M0159,5968,subscription_box,ZA,75.4855213,0.001385032,0.041281243,0.10962117,0.978230299,0.175899746,-0.047538382,7,12.79026717,12.04386468,6,55.04,0,0
M0638,7922,event_ticketing,ZA,70.74374936,0.090888584,0.039403699,0.107351693,0.992693842,-0.390888211,0.218334173,0,5.459815186,15.71533907,31,152.91,0,0
M0254,4511,airline,IN,41.16530329,0.011636146,0.032206829,0.038261814,0.996377666,0.212522963,0.004760337,1,5.348149,2.054598925,135,22.98,1,0
M0156,5968,subscription_box,GB,48.34872034,0.018493131,0.014838815,0.073620067,0.994766603,-0.033334465,0.31343087,2,1.287132681,12.11517286,0,49.82,0,1
M0782,4722,online_travel_agency,ZA,81.49096822,0.038032374,0.143334074,0.058146099,0.985883246,0.418645206,-0.25770854,1,8.512976013,33.28859801,123,19.33,0,0
M0612,5964,retail_goods_prepay,EU,63.55082348,0.001206485,0.014874063,0.077871455,0.982187575,-0.010722918,-0.056778841,14,5.627415494,28.76000488,21,82.78,0,0
M0170,5817,digital_services,IN,66.94049635,0.01068301,0.111982119,0.280257323,0.971662524,-0.270484032,-0.106632651,2,1.730365833,14.07679596,1,34.93,0,0
M0665,4722,online_travel_agency,EU,81.56027725,0.007384275,0.038389791,0.080427748,0.979232429,-0.350976565,0.05023395,1,8.172634217,15.58778664,128,41.12,0,0
M0462,7922,event_ticketing,US,54.75326007,0.045608104,0.224173905,0.144455509,0.980517574,0.827043294,0.387852977,0,6.429817837,17.9023643,8,45.09,0,0
M0166,4722,online_travel_agency,US,66.69417025,0.021924741,0.068244675,0.107525925,0.996230257,0.078847186,0.312506483,30,11.71190925,8.418912055,121,74.91,0,0
M0315,5964,retail_goods_prepay,ZA,54.02326485,0.004886041,0.061273402,0.111854361,0.987488757,0.306366057,-0.205801006,1,8.135731435,0,16,78.02,0,0
M0556,4722,tour_operator,BR,58.98359695,0.014859452,0.115961442,0.064272647,0.98132938,-0.229138097,-0.141794701,30,7.859612628,27.94534332,102,35.88,1,0
M0354,5964,retail_goods_prepay,IN,68.83905124,0.016913981,0.068704113,0.216149599,0.999,-0.035990533,0.034017179,1,7.783438406,0,4,86.66,0,0
M0690,7922,event_ticketing,US,57.00857417,0.00303965,0.149337059,0.238229626,0.978991151,-0.191096002,-0.016317692,1,6.653302006,6.361426996,77,70.7,0,0
M0548,8299,education_courses,ZA,52.53712054,0.065305096,0.02258927,0.180498534,0.973343198,-0.095024846,0.218806664,0,4.801246188,3.87091801,41,199.37,0,0
M0067,4722,tour_operator,EU,65.3175021,0.036564895,0.043175162,0.284703918,0.989439046,0.464309258,-0.114117421,2,1.799585007,0,58,133.07,0,0
M0529,4511,airline,ZA,66.63003331,0.033873868,0.170529343,0.060939651,0.973828175,-0.022747287,0.125648796,0,10.28813358,8.913915361,133,120.19,0,0
M0170,5817,digital_services,IN,66.94049635,0.01068301,0.111982119,0.280257323,0.971662524,-0.270484032,-0.106632651,2,1.730365833,14.07679596,0,14.44,0,0
M0612,5964,retail_goods_prepay,EU,63.55082348,0.001206485,0.014874063,0.077871455,0.982187575,-0.010722918,-0.056778841,14,5.627415494,28.76000488,3,92.85,0,0
M0481,4511,airline,AU,71.55131341,0.001077454,0.043434286,0.028117346,0.980543851,-0.235018462,-0.082881921,2,11.13849866,25.00506852,43,80.59,0,0
M0128,5968,subscription_box,US,65.20815522,0.023910204,0.05421791,0.350514846,0.977279153,0.259035665,0.039476103,14,8.895337379,4.861731322,4,117.46,0,0
M0327,4722,online_travel_agency,GB,94.20555846,0.001197139,0.04816735,0.152672878,0.992380967,-0.072153598,-0.194872529,1,1.814841503,5.867741242,80,99.67,0,0
M0385,7011,hotel,SG,64.31014147,0.026387852,0.050918958,0.15588764,0.981100707,0.648006062,0.164069756,7,5.185008783,7.72447251,26,110.52,0,0
M0250,4722,tour_operator,CA,97.49808641,0.023557325,0.081349925,0.302452999,0.974192156,0.293068381,0.308454305,7,8.60074892,12.0425853,172,42.33,0,0
M0333,5968,subscription_box,GB,62.70357781,0.051321567,0.036843186,0.239560413,0.965442899,0.253618387,-0.004620346,0,4.248036912,11.8981437,1,40.56,0,0
M0171,5968,subscription_box,AU,79.81837426,0.030141008,0.028685784,0.095438378,0.994493568,0.192372279,-0.078313093,7,11.677316,0,0,35.84,0,0
M0490,4722,online_travel_agency,CA,72.72660239,0.066472333,0.060429596,0.216251921,0.984897398,0.425509166,-0.09263248,2,9.399903733,11.32984598,114,58.84,0,0
M0165,4722,online_travel_agency,IN,79.23635498,0.046780918,0.108502153,0.188298878,0.977251466,0.141744523,0.099115859,30,0,24.16947609,95,38.8,0,0
M0511,5968,subscription_box,CA,81.15580594,0.022325567,0.010360578,0.009972086,0.978487009,-0.061073809,-0.127692056,7,5.204848307,29.23991869,12,24.07,0,0
M0082,7011,hotel,EU,70.29180574,0.011123163,0.014520383,0.145803655,0.964575329,-0.075995092,-0.019986105,1,8.779097078,10.86834147,29,64.2,0,0
M0558,4722,tour_operator,IN,45.37965576,0.003602671,0.018612907,0.256750219,0.975844188,0.36662245,-0.0046602,1,5.998309055,0,222,34.55,1,0
M0412,5968,subscription_box,AU,79.8549176,0.047328901,0.014380673,0.026142675,0.975712973,0.393038866,-0.098408688,1,3.218004712,10.94015063,19,55.37,0,0
M0132,5817,digital_services,AU,48.38129367,0.053662168,0.014848176,0.145724206,0.986880309,-0.033396223,-0.001752194,0,9.866339844,19.35455035,1,115.89,1,0
M0444,5964,retail_goods_prepay,GB,82.5472522,0.014848268,0.044911335,0.023589874,0.982635412,0.124653702,0.001567775,2,8.515644332,15.1823958,8,60.71,0,0
M0171,5968,subscription_box,AU,79.81837426,0.030141008,0.028685784,0.095438378,0.994493568,0.192372279,-0.078313093,7,11.677316,0,0,57.22,0,0
M0367,5968,subscription_box,ZA,56.32664159,0.001080571,0.188059889,0.090224966,0.97345294,-0.03475147,-0.054048086,30,8.160468407,21.11560191,0,40.46,0,0
M0020,4722,tour_operator,GB,61.88276641,0.024690149,0.100186457,0.260685583,0.99142935,0.21594426,0.093036999,14,1.003033826,2.335502005,208,57.99,0,0
M0130,4121,transport_shuttle,AE,58.06369963,0.036118565,0.103352847,0.12190539,0.998657924,0.041280471,-0.04207329,7,1.38448929,15.97353562,3,81.91,0,0
M0679,7922,event_ticketing,AU,79.2983262,0.040980256,0.060393286,0.05091143,0.977650743,-0.146699862,-0.166980139,0,7.60513878,0,64,197.34,0,0
